Framenr;FrameTime;State;OutlierInfo;LastFltNrSubEv;LastFltNrEv;LastFltNrDec;Decision;SubDecision;PointEvents;rest;walk;dig;drink;eat;groom;rear-unsup;rear-wall;sniff;jump;
808;2021-01-15T16:18:41.160324+0100;000101000001;2.66;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
809;2021-01-15T16:18:41.193640+0100;000101000001;2.71;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
810;2021-01-15T16:18:41.226957+0100;000101000001;2.59;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
811;2021-01-15T16:18:41.260273+0100;000101000001;2.52;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
812;2021-01-15T16:18:41.293590+0100;000101000001;2.49;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
813;2021-01-15T16:18:41.326906+0100;000101000001;2.42;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
814;2021-01-15T16:18:41.360223+0100;000101000001;2.31;9;8;21;70;998;;0;0.999;0;0;0;0;0;0;0.001;0;
815;2021-01-15T16:18:41.393539+0100;000101000001;2.16;9;8;21;70;998;;0;0.999;0;0;0;0;0;0;0.001;0;
816;2021-01-15T16:18:41.426856+0100;000101000001;2.18;9;8;21;70;998;;0;0.99;0;0;0;0;0;0;0.01;0;
817;2021-01-15T16:18:41.460172+0100;000101000001;2.37;9;8;21;70;998;;0;0.973;0;0;0;0;0;0;0.027;0;
818;2021-01-15T16:18:41.493489+0100;000001000001;2.33;9;8;21;70;998;;0;0.967;0;0;0;0;0;0;0.033;0;
819;2021-01-15T16:18:41.526805+0100;000001000001;2.45;9;8;21;70;998;;0;0.95;0;0;0;0;0;0;0.05;0;
820;2021-01-15T16:18:41.560122+0100;000001000001;2.25;9;8;21;70;998;;0;0.90029615;0;0;0;0;0;0;0.09970384995;0;
821;2021-01-15T16:18:41.593438+0100;000001000001;2.23;9;8;21;70;998;;0;0.90029615;0;0;0;0;0;0;0.09970384995;0;
822;2021-01-15T16:18:41.626755+0100;000101000001;0.49;9;8;21;70;998;;0;0.90029615;0;0;0;0;0;0;0.09970384995;0;
823;2021-01-15T16:18:41.660071+0100;000101000001;0.5;9;8;21;70;998;;0;0.912;0;0;0;0;0;0;0.088;0;
824;2021-01-15T16:18:41.693388+0100;000101000001;2.16;9;8;21;70;998;;0;0.984984985;0;0;0;0;0;0;0.01501501502;0;
825;2021-01-15T16:18:41.726704+0100;000101000001;2.32;9;8;21;70;998;;0;0.984984985;0;0;0;0;0;0;0.01501501502;0;
826;2021-01-15T16:18:41.760021+0100;000101000001;2.25;9;8;21;70;998;;0;0.984984985;0;0;0;0;0;0;0.01501501502;0;
827;2021-01-15T16:18:41.793337+0100;000101000001;2.88;9;8;21;70;998;;0;0.984984985;0;0;0;0;0;0;0.01501501502;0;
828;2021-01-15T16:18:41.826654+0100;000101000001;3.31;9;8;21;70;998;;0;0.988;0;0;0;0;0;0;0.012;0;
829;2021-01-15T16:18:41.859970+0100;000101000001;3.05;9;8;21;70;998;;0;0.988;0;0;0;0;0;0;0.012;0;
830;2021-01-15T16:18:41.893287+0100;000101000001;2.24;9;8;21;70;998;;0;0.988;0;0;0;0;0;0;0.012;0;
831;2021-01-15T16:18:41.926603+0100;000101000001;2.07;9;8;21;70;998;;0;0.988;0;0;0;0;0;0;0.012;0;
832;2021-01-15T16:18:41.959920+0100;000101000001;0.47;9;8;21;70;998;;0;0.989;0;0;0;0;0;0;0.011;0;
833;2021-01-15T16:18:41.993236+0100;000101000001;2.52;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
834;2021-01-15T16:18:42.026553+0100;000101000001;3.15;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
835;2021-01-15T16:18:42.059869+0100;000101000001;3.29;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
836;2021-01-15T16:18:42.093186+0100;000001000001;3.02;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
837;2021-01-15T16:18:42.126502+0100;000001000001;2.74;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
838;2021-01-15T16:18:42.159819+0100;000001000001;2.86;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
839;2021-01-15T16:18:42.193135+0100;000001000001;3.09;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
840;2021-01-15T16:18:42.226452+0100;000001000001;3.07;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
841;2021-01-15T16:18:42.259768+0100;000001000001;3.19;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
842;2021-01-15T16:18:42.293085+0100;000101000001;3.33;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
843;2021-01-15T16:18:42.326401+0100;000001000001;3.47;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
844;2021-01-15T16:18:42.359718+0100;000001000001;3.8;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0.654;
845;2021-01-15T16:18:42.393034+0100;000001000001;4.21;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0.892;
846;2021-01-15T16:18:42.426351+0100;000001000001;4.63;9;8;21;70;998;210;0;1;0;0;0;0;0;0;0;0.915;
847;2021-01-15T16:18:42.459667+0100;000001000001;4.68;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0.833;
848;2021-01-15T16:18:42.492984+0100;000001000001;4.5;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0.744;
849;2021-01-15T16:18:42.526300+0100;000001000001;4.35;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0.779;
850;2021-01-15T16:18:42.559617+0100;000001000001;4.16;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0.496;
851;2021-01-15T16:18:42.592933+0100;000001000001;3.87;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0.224;
852;2021-01-15T16:18:42.626250+0100;000001000001;3.53;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0.162;
853;2021-01-15T16:18:42.659566+0100;000001000001;3.24;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
854;2021-01-15T16:18:42.692883+0100;000001000001;3.05;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
855;2021-01-15T16:18:42.726199+0100;000001000001;3.09;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
856;2021-01-15T16:18:42.759516+0100;000101000001;3.22;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
857;2021-01-15T16:18:42.792832+0100;000101000001;3.14;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
858;2021-01-15T16:18:42.826149+0100;000101000001;2.9;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
859;2021-01-15T16:18:42.859465+0100;000101000001;2.91;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
860;2021-01-15T16:18:42.892782+0100;000101000001;2.77;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
861;2021-01-15T16:18:42.926098+0100;000101000001;2.65;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
862;2021-01-15T16:18:42.959415+0100;000101000001;2.71;9;8;21;70;998;;0;0.996;0;0;0;0;0.004;0;0;0;
863;2021-01-15T16:18:42.992731+0100;000101000001;2.62;9;8;21;70;998;;0;0.992;0;0;0;0;0.006;0;0.002;0;
864;2021-01-15T16:18:43.026048+0100;000101000001;2.56;9;8;21;70;998;;0;0.987987988;0;0;0;0;0.006006006006;0;0.006006006006;0;
865;2021-01-15T16:18:43.059364+0100;000101000001;2.48;9;8;21;70;998;;0;0.911;0;0;0;0;0.006;0;0.083;0;
866;2021-01-15T16:18:43.092681+0100;000101000001;2.55;9;8;21;70;998;;0;0.894;0;0;0;0;0.008;0;0.098;0;
867;2021-01-15T16:18:43.125997+0100;000101000001;2.55;9;8;21;70;998;;0;0.8811188811;0;0;0;0;0.008991008991;0;0.1098901099;0;
868;2021-01-15T16:18:43.159314+0100;000101000001;2.41;9;8;21;70;998;;0;0.8658658659;0;0;0;0;0.009009009009;0;0.1251251251;0;
869;2021-01-15T16:18:43.192630+0100;000101000001;2.41;9;8;21;70;998;;0;0.8658658659;0;0;0;0;0.009009009009;0;0.1251251251;0;
870;2021-01-15T16:18:43.225947+0100;000101000001;2.39;9;8;21;70;998;;0;0.8658658659;0;0;0;0;0.009009009009;0;0.1251251251;0;
871;2021-01-15T16:18:43.259263+0100;000101000001;2.51;9;8;21;70;998;;0;0.8318318318;0;0;0;0;0.009009009009;0;0.1591591592;0;
872;2021-01-15T16:18:43.292580+0100;000101000001;2.62;9;8;21;70;998;;0;0.8155053974;0;0;0;0;0.00883218842;0;0.1756624141;0;
873;2021-01-15T16:18:43.325896+0100;000101000001;2.51;9;8;21;70;998;;0;0.8155053974;0;0;0;0;0.00883218842;0;0.1756624141;0;
874;2021-01-15T16:18:43.359213+0100;000101000001;2.52;9;8;21;70;998;;0;0.8155053974;0;0;0;0;0.00883218842;0;0.1756624141;0;
875;2021-01-15T16:18:43.392529+0100;000101000001;2.69;9;8;21;70;998;;0;0.8423153693;0;0;0;0;0.008982035928;0;0.1487025948;0;
876;2021-01-15T16:18:43.425846+0100;000101000001;2.87;9;8;21;70;998;;0;0.8953140578;0;0;0;0;0.008973080758;0;0.09571286142;0;
877;2021-01-15T16:18:43.459162+0100;000101000001;3.06;9;8;21;70;998;;0;0.9541375872;0;0;0;0;0.008973080758;0;0.036889332;0;
878;2021-01-15T16:18:43.492479+0100;000101000001;3.28;9;8;21;70;998;;0;0.9800598205;0;0;0;0;0.008973080758;0;0.0109670987;0;
879;2021-01-15T16:18:43.525795+0100;000101000001;3.31;9;8;21;70;998;;0;0.9800598205;0;0;0;0;0.008973080758;0;0.0109670987;0;
880;2021-01-15T16:18:43.559112+0100;000101000001;3.45;9;8;21;70;998;;0;0.9860557769;0;0;0;0;0.008964143426;0;0.004980079681;0;
881;2021-01-15T16:18:43.592428+0100;000101000001;3.61;9;8;21;70;998;;0;0.9860557769;0;0;0;0;0.008964143426;0;0.004980079681;0;
882;2021-01-15T16:18:43.625745+0100;000101000001;3.75;9;8;21;70;998;;0;0.9860557769;0;0;0;0;0.008964143426;0;0.004980079681;0;
883;2021-01-15T16:18:43.659061+0100;000101000001;3.96;9;8;21;70;998;;0;0.9860557769;0;0;0;0;0.008964143426;0;0.004980079681;0;
884;2021-01-15T16:18:43.692378+0100;000101000001;4.36;9;8;21;70;998;;0;0.9811694747;0;0;0;0;0.008919722498;0;0.009910802775;0;
885;2021-01-15T16:18:43.725694+0100;000001000001;4.54;9;8;21;70;998;;0;0.978239367;0;0;0;0;0.008902077151;0;0.01285855589;0;
886;2021-01-15T16:18:43.759011+0100;000001000001;4.33;9;8;21;70;998;;0;0.978239367;0;0;0;0;0.008902077151;0;0.01285855589;0;
887;2021-01-15T16:18:43.792327+0100;000001000001;4.12;9;8;21;70;998;;0;0.978239367;0;0;0;0;0.008902077151;0;0.01285855589;0;
888;2021-01-15T16:18:43.825644+0100;000001000001;3.87;9;8;21;70;998;;0;0.9801783944;0;0;0;0;0.008919722498;0;0.01090188305;0;
889;2021-01-15T16:18:43.858960+0100;000001000001;3.85;9;8;21;70;998;;0;0.9841427156;0;0;0;0;0.008919722498;0;0.006937561943;0;
890;2021-01-15T16:18:43.892277+0100;000001000001;3.76;9;8;21;70;998;;0;0.9851190476;0;0;0;0;0.008928571429;0;0.005952380952;0;
891;2021-01-15T16:18:43.925593+0100;000101000001;3.84;9;8;21;70;998;;0;0.9851190476;0;0;0;0;0.008928571429;0;0.005952380952;0;
892;2021-01-15T16:18:43.958910+0100;000101000001;4.39;9;8;21;70;998;;0;0.9851190476;0;0;0;0;0.008928571429;0;0.005952380952;0;
893;2021-01-15T16:18:43.992226+0100;000101000001;4.74;9;8;21;70;998;;0;0.9851190476;0;0;0;0;0.008928571429;0;0.005952380952;0;
894;2021-01-15T16:18:44.025543+0100;000101000001;4.77;9;8;21;70;998;;0;0.9701789264;0;0;0;0;0.008946322068;0;0.02087475149;0;
895;2021-01-15T16:18:44.058859+0100;000101000001;5.04;9;8;21;70;998;;0;0.885;0;0;0;0;0.009;0;0.106;0;
896;2021-01-15T16:18:44.092176+0100;000101000001;5.04;9;8;21;70;998;;0;0.666;0;0;0;0;0.009;0;0.325;0;
897;2021-01-15T16:18:44.125492+0100;000101000001;4.73;9;8;21;70;998;;0;0.5114638448;0;0;0;0;0.007936507937;0;0.4805996473;0;
898;2021-01-15T16:18:44.158809+0100;000101000001;4.97;9;8;21;70;998;;0;0.5114638448;0;0;0;0;0.007936507937;0;0.4805996473;0;
899;2021-01-15T16:18:44.192125+0100;000101000001;5.1;9;8;21;70;998;;0;0.5105633803;0;0;0;0;0.009683098592;0;0.4797535211;0;
900;2021-01-15T16:18:44.225442+0100;000101000001;4.85;9;8;21;70;998;;0;0.6004140787;0;0;0;0;0.01138716356;0;0.3881987578;0;
901;2021-01-15T16:18:44.258758+0100;000101000001;5.24;9;8;21;70;998;;0;0.9708636837;0;0;0;0;0.01144640999;0;0.01768990635;0;
902;2021-01-15T16:18:44.292075+0100;000101000001;5.9;9;8;21;70;998;;0;0.9814241486;0;0;0;0;0.01135190918;0.001031991744;0.006191950464;0;
903;2021-01-15T16:18:44.325391+0100;000101000001;5.8;9;8;21;70;998;;0;0.9818365288;0;0;0;0;0.01109989909;0.001009081736;0.006054490414;0;
904;2021-01-15T16:18:44.358708+0100;000101000001;6.17;9;8;21;70;998;;0;0.9818365288;0;0;0;0;0.01109989909;0.001009081736;0.006054490414;0;
905;2021-01-15T16:18:44.392024+0100;000101000001;6.37;9;8;21;70;998;;0;0.982;0;0;0;0;0.011;0.001;0.006;0;
906;2021-01-15T16:18:44.425341+0100;000101000001;6.21;9;8;21;70;998;;0;0.985014985;0;0;0;0;0.01098901099;0.000999000999;0.002997002997;0;
907;2021-01-15T16:18:44.458657+0100;000101000001;6.49;9;8;21;70;998;;0;0.986986987;0;0;0;0;0.01101101101;0.001001001001;0.001001001001;0;
908;2021-01-15T16:18:44.491974+0100;000101000001;6.42;9;8;21;70;998;;0;0.986986987;0;0;0;0;0.01101101101;0.001001001001;0.001001001001;0;
909;2021-01-15T16:18:44.525290+0100;000101000001;5.79;9;8;21;70;998;;0;0.986986987;0;0;0;0;0.01101101101;0.001001001001;0.001001001001;0;
910;2021-01-15T16:18:44.558607+0100;000101000001;6.12;9;8;21;70;998;;0;0.986986987;0;0;0;0;0.01101101101;0.001001001001;0.001001001001;0;
911;2021-01-15T16:18:44.591923+0100;000101000001;6.11;9;8;21;70;998;;0;0.983;0;0;0;0;0.015;0.001;0.001;0;
912;2021-01-15T16:18:44.625240+0100;000101000001;5.9;9;8;21;70;998;;0;0.966;0;0;0;0;0.033;0.001;0;0;
913;2021-01-15T16:18:44.658556+0100;000101000001;6.18;9;8;21;70;998;;0;0.9655870445;0;0;0;0;0.03340080972;0.001012145749;0;0;
914;2021-01-15T16:18:44.691873+0100;000101000001;6.43;9;8;21;70;998;;0;0.9636929461;0;0;0;0;0.03423236515;0.002074688797;0;0;
915;2021-01-15T16:18:44.725189+0100;000101000001;6.51;9;8;21;70;998;;0;0.9636929461;0;0;0;0;0.03423236515;0.002074688797;0;0;
916;2021-01-15T16:18:44.758506+0100;000101000001;6.07;9;8;21;70;998;;0;0.9636929461;0;0;0;0;0.03423236515;0.002074688797;0;0;
917;2021-01-15T16:18:44.791822+0100;000101000001;5.65;9;8;21;70;998;;0;0.9636929461;0;0;0;0;0.03423236515;0.002074688797;0;0;
918;2021-01-15T16:18:44.825139+0100;000101000001;5.54;9;8;21;70;998;;0;0.9441056911;0;0;0;0;0.03353658537;0.002032520325;0.02032520325;0;
919;2021-01-15T16:18:44.858455+0100;000111100001;289.19;9;8;21;70;998;;0;0.9717573222;0;0;0;0;0;0.002092050209;0.02615062762;0;
920;2021-01-15T16:18:44.891772+0100;000111100001;238.82;9;8;21;70;998;;0;0.9717573222;0;0;0;0;0;0.002092050209;0.02615062762;0;
921;2021-01-15T16:18:44.925088+0100;000101000001;4.59;9;8;21;70;998;;0;0.9697286013;0;0;0;0;0;0.002087682672;0.02818371608;0;
922;2021-01-15T16:18:44.958405+0100;000101000001;3.75;9;8;21;70;998;;0;0.799;0;0;0;0;0;0.002;0.199;0;
923;2021-01-15T16:18:44.991721+0100;000101000001;3.63;9;8;21;70;998;;0;0.6593843098;0;0;0;0;0;0.0009930486594;0.3396226415;0;
924;2021-01-15T16:18:45.025038+0100;000101000001;3.61;9;8;21;70;998;;0;0.6593843098;0;0;0;0;0;0.0009930486594;0.3396226415;0;
925;2021-01-15T16:18:45.058354+0100;000111101001;173.3;9;8;21;70;998;;0;0.6593843098;0;0;0;0;0;0.0009930486594;0.3396226415;0.221;
926;2021-01-15T16:18:45.091671+0100;000011100001;72.74;9;8;21;70;998;;0;0.664;0;0;0;0;0;0.001;0.335;0.441;
927;2021-01-15T16:18:45.124987+0100;000011100001;67.61;9;8;21;70;998;;0;0.715;0;0;0;0;0;0.001;0.284;0.662;
928;2021-01-15T16:18:45.158304+0100;000011000001;8.31;9;8;21;70;998;210;0;0.89375;0;0;0;0;0;0.00125;0.105;0.883;
929;2021-01-15T16:18:45.191620+0100;000011000001;7.44;9;8;21;70;998;;0;0.89375;0;0;0;0;0;0.00125;0.105;0.694;
930;2021-01-15T16:18:45.224937+0100;000001000001;6.77;9;8;21;70;998;;0;0.89375;0;0;0;0;0;0.00125;0.105;0.765;
931;2021-01-15T16:18:45.258253+0100;000011000001;7.48;9;8;21;70;998;;0;0.89375;0;0;0;0;0;0.00125;0.105;0;
932;2021-01-15T16:18:45.291570+0100;000011000001;7.62;9;8;21;70;998;;0;0.567;0;0;0;0;0;0.001;0.432;0;
933;2021-01-15T16:18:45.324886+0100;000001000001;6.4;9;8;21;70;998;;0;0.5457170356;0;0;0;0;0;0.0009624639076;0.4533205005;0;
934;2021-01-15T16:18:45.358203+0100;000011000001;7.02;9;8;21;70;998;;0;0.5457170356;0;0;0;0;0;0.0009624639076;0.4533205005;0;
935;2021-01-15T16:18:45.391519+0100;000011000001;7.05;9;8;21;70;998;;0;0.5457170356;0;0;0;0;0;0.0009624639076;0.4533205005;0;
936;2021-01-15T16:18:45.424836+0100;000101000001;4.91;9;8;21;70;998;;0;0.7675350701;0;0;0;0;0;0.001002004008;0.2314629259;0;
937;2021-01-15T16:18:45.458152+0100;000101000001;5.77;9;8;21;70;998;;0;0.916;0;0;0;0;0;0;0.084;0;
938;2021-01-15T16:18:45.491469+0100;000101000001;5.68;9;8;21;70;998;;0;0.9756097561;0;0;0;0;0;0;0.0243902439;0;
939;2021-01-15T16:18:45.524785+0100;000101000001;4.65;9;8;21;70;998;;0;0.9756097561;0;0;0;0;0;0;0.0243902439;0;
940;2021-01-15T16:18:45.558102+0100;000101000001;6.13;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
941;2021-01-15T16:18:45.591418+0100;000111000001;7.01;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
942;2021-01-15T16:18:45.624735+0100;000101001001;6.06;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
943;2021-01-15T16:18:45.658051+0100;000111000001;7.55;9;8;21;70;998;;0;0.565;0;0;0;0.435;0;0;0;0;
944;2021-01-15T16:18:45.691368+0100;000111000001;7.74;9;8;21;70;998;;0;0.545;0;0;0;0.455;0;0;0;0;
945;2021-01-15T16:18:45.724684+0100;000101000001;5.84;9;8;21;40;998;;0;0.4039517014;0;0;0;0.5773874863;0;0;0.01866081229;0;
946;2021-01-15T16:18:45.758001+0100;000111000001;7.45;9;8;21;40;998;;0;0.034;0;0;0;0.949;0;0;0.017;0;
947;2021-01-15T16:18:45.791317+0100;000111000001;7.52;9;8;21;40;998;;0;0.034;0;0;0;0.949;0;0;0.017;0;
948;2021-01-15T16:18:45.824634+0100;000101000001;5.72;9;8;21;40;998;;0;0.034;0;0;0;0.957;0;0;0.009;0;
949;2021-01-15T16:18:45.857950+0100;000111000001;7.35;9;8;21;40;998;;0;0.034;0;0;0;0.966;0;0;0;0;
950;2021-01-15T16:18:45.891267+0100;000101000001;6.77;9;8;21;40;998;;0;0.007007007007;0;0;0;0.992992993;0;0;0;0;
951;2021-01-15T16:18:45.924583+0100;000101000001;5.57;9;8;21;40;998;;0;0.005015045135;0;0;0;0.9949849549;0;0;0;0;
952;2021-01-15T16:18:45.957900+0100;000101000001;6.46;9;8;21;40;998;;0;0.004016064257;0;0;0;0.9959839357;0;0;0;0;
953;2021-01-15T16:18:45.991216+0100;000101000001;6.08;9;8;21;40;998;;0;0.002012072435;0;0;0;0.9979879276;0;0;0;0;
954;2021-01-15T16:18:46.024533+0100;000101000001;4.83;9;8;21;40;998;;0;0.002012072435;0;0;0;0.9979879276;0;0;0;0;
955;2021-01-15T16:18:46.057849+0100;000101000001;5.91;9;8;21;40;998;;0;0.001007049345;0;0;0;0.9989929507;0;0;0;0;
956;2021-01-15T16:18:46.091166+0100;000101000001;5.93;9;8;21;40;998;;0;0.001007049345;0;0;0;0.9989929507;0;0;0;0;
957;2021-01-15T16:18:46.124482+0100;000101000001;4.85;9;8;21;40;998;;0;0.001007049345;0;0;0;0.9989929507;0;0;0;0;
958;2021-01-15T16:18:46.157799+0100;000101000001;6.02;9;8;21;40;998;;0;0;0;0;0;1;0;0;0;0;
959;2021-01-15T16:18:46.191115+0100;000101000001;5.97;9;8;21;40;998;;0;0;0;0;0;1;0;0;0;0;
960;2021-01-15T16:18:46.224432+0100;000101000001;4.9;9;8;21;40;998;;0;0;0;0;0;1;0;0;0;0;
961;2021-01-15T16:18:46.257748+0100;000101000001;6.08;9;8;21;40;998;;0;0;0;0;0;0.992;0;0;0.008;0;
962;2021-01-15T16:18:46.291065+0100;000101000001;5.98;9;8;21;40;998;;0;0;0;0;0;0.992;0;0;0.008;0;
963;2021-01-15T16:18:46.324381+0100;000101000001;4.93;9;8;21;40;998;;0;0;0;0;0;0.992;0;0;0.008;0;
964;2021-01-15T16:18:46.357698+0100;000101000001;6.12;9;8;21;40;998;;0;0;0;0;0;0.9969849246;0;0;0.003015075377;0;
965;2021-01-15T16:18:46.391014+0100;000101000001;5.95;9;8;21;40;998;;0;0;0;0;0;0.9989929507;0;0;0.001007049345;0;
966;2021-01-15T16:18:46.424331+0100;000101000001;5.01;9;8;21;40;998;;0;0;0;0;0;0.9989929507;0;0;0.001007049345;0;
967;2021-01-15T16:18:46.457647+0100;000101000001;6.16;9;8;21;40;998;;0;0;0;0;0;0.9989929507;0;0;0.001007049345;0;
968;2021-01-15T16:18:46.490964+0100;000101000001;6.05;9;8;21;40;998;;0;0;0;0;0;0.9989929507;0;0;0.001007049345;0;
969;2021-01-15T16:18:46.524280+0100;000101000001;5.07;9;8;21;40;998;;0;0;0;0;0;0.9989929507;0;0;0.001007049345;0;
970;2021-01-15T16:18:46.557597+0100;000101000001;6.28;9;8;21;40;998;;0;0;0;0;0;0.9989929507;0;0;0.001007049345;0;
971;2021-01-15T16:18:46.590913+0100;000101000001;6.09;9;8;21;40;998;;0;0;0;0;0;0.9989929507;0;0;0.001007049345;0;
972;2021-01-15T16:18:46.624230+0100;000101000001;5.06;9;8;21;40;998;;0;0;0;0;0;0.9989929507;0;0;0.001007049345;0;
973;2021-01-15T16:18:46.657546+0100;000101000001;6.3;9;8;21;40;998;;0;0;0;0;0;1;0;0;0;0;
974;2021-01-15T16:18:46.690863+0100;000101000001;6.05;9;8;21;40;998;;0;0;0;0;0;1;0;0;0;0;
975;2021-01-15T16:18:46.724179+0100;000101000001;5.11;9;8;21;40;998;;0;0;0;0;0;1;0;0;0;0;
976;2021-01-15T16:18:46.757496+0100;000101000001;6.27;9;8;21;40;998;;0;0;0;0;0;1;0;0;0;0;
977;2021-01-15T16:18:46.790812+0100;000101000001;6.11;9;8;21;40;998;;0;0.001007049345;0;0;0;0.9989929507;0;0;0;0;
978;2021-01-15T16:18:46.824129+0100;000101000001;5.2;9;8;21;40;998;;0;0.001007049345;0;0;0;0.9989929507;0;0;0;0;
979;2021-01-15T16:18:46.857445+0100;000111000001;7.41;9;8;21;40;998;;0;0.001007049345;0;0;0;0.9989929507;0;0;0;0;
980;2021-01-15T16:18:46.890762+0100;000111000001;7.11;9;8;21;40;998;;0;0.001007049345;0;0;0;0.9989929507;0;0;0;0;
981;2021-01-15T16:18:46.924078+0100;000101000001;5.76;9;8;21;40;998;;0;0.005;0;0;0;0.984;0;0;0.011;0;
982;2021-01-15T16:18:46.957395+0100;000111000001;7.49;9;8;21;40;998;;0;0.006;0;0;0;0.983;0;0;0.011;0;
983;2021-01-15T16:18:46.990711+0100;000111000001;7.26;9;8;21;40;998;;0;0.008;0;0;0;0.981;0;0;0.011;0;
984;2021-01-15T16:18:47.024028+0100;000101000001;6.19;9;8;21;40;998;;0;0.023;0;0;0;0.847;0;0;0.13;0;
985;2021-01-15T16:18:47.057344+0100;000111000001;8.02;9;8;21;40;998;;0;0.023;0;0;0;0.847;0;0;0.13;0;
986;2021-01-15T16:18:47.090661+0100;000111000001;8.15;9;8;21;40;998;;0;0.023;0;0;0;0.847;0;0;0.13;0;
987;2021-01-15T16:18:47.123977+0100;000111000001;7.42;9;8;21;40;998;;0;0.04407135362;0;0;0;0.888772298;0;0;0.06715634837;0;
988;2021-01-15T16:18:47.157294+0100;000111000001;8.52;9;8;21;40;998;;0;0.06755373593;0;0;0;0.8669396111;0;0;0.06550665302;0;
989;2021-01-15T16:18:47.190610+0100;000111000001;7.94;9;8;21;40;998;;0;0.06755373593;0;0;0;0.8669396111;0;0;0.06550665302;0;
990;2021-01-15T16:18:47.223927+0100;000101000001;5.88;9;8;21;40;998;;0;0.07418699187;0;0;0;0.8607723577;0;0;0.06504065041;0;
991;2021-01-15T16:18:47.257243+0100;000111000001;7.03;9;8;21;40;998;;0;0.107;0;0;0;0.777;0;0;0.116;0;
992;2021-01-15T16:18:47.290560+0100;000101000001;6.19;9;8;21;40;998;;0;0.2399565689;0;0;0;0.6340933768;0;0;0.1259500543;0;
993;2021-01-15T16:18:47.323876+0100;000101000001;5.34;9;8;21;70;998;;0;0.4663265306;0;0;0;0.4153061224;0;0;0.1183673469;0;
994;2021-01-15T16:18:47.357193+0100;000101000001;6.32;9;8;21;70;998;;0;0.7429718876;0;0;0;0.1606425703;0;0;0.09638554217;0;
995;2021-01-15T16:18:47.390509+0100;000101000001;5.88;9;8;21;70;998;;0;0.8375125376;0;0;0;0.1013039117;0;0;0.06118355065;0;
996;2021-01-15T16:18:47.423826+0100;000101000001;4.54;9;8;21;70;998;;0;0.918;0;0;0;0.068;0;0;0.014;0;
997;2021-01-15T16:18:47.457142+0100;000101000001;5.93;9;8;21;70;998;;0;0.93;0;0;0;0.058;0;0;0.012;0;
998;2021-01-15T16:18:47.490459+0100;000101000001;5.68;9;8;21;70;998;;0;0.9379379379;0;0;0;0.05205205205;0;0;0.01001001001;0;
999;2021-01-15T16:18:47.523775+0100;000101000001;5.2;9;8;21;70;998;;0;0.951951952;0;0;0;0.04004004004;0;0;0.008008008008;0;
1000;2021-01-15T16:18:47.557092+0100;000001000001;5.96;9;8;21;70;998;;0;0.97;0;0;0;0.028;0;0;0.002;0;
1001;2021-01-15T16:18:47.590408+0100;000001000001;5.55;9;8;21;70;998;;0;0.971;0;0;0;0.027;0.001;0;0.001;0;
1002;2021-01-15T16:18:47.623725+0100;000001000001;5.1;9;8;21;70;998;;0;0.983;0;0;0;0.015;0.001;0;0.001;0;
1003;2021-01-15T16:18:47.657041+0100;000101000001;5.8;9;8;21;70;998;;0;0.9959473151;0;0;0;0.003039513678;0.001013171226;0;0;0;
