Framenr;FrameTime;FilterVersion;FtEvElongation;FtEvVelocity;FtEvASM1;FtEvASM2;FtEvASM3;FtEvDudani1;FtEvDudani3;FtEvDudani4;FtEvDudani5;FtEvDudani6;FtEvDudani7;FtEvBending;FtFlow50FwHead1Mean;FtFlow50FwHead1Abs;FtFlow50FwHead1Std;FtFlow50FwHead1Meand;FtFlow50FwHead1AbsMeand;FtFlow50FwHead1Zerocross;FtFlow50FwHead2Mean;FtFlow50FwHead2Abs;FtFlow50FwHead2Std;FtFlow50FwHead2Meand;FtFlow50FwHead2AbsMeand;FtFlow50FwHead2Zerocross;FtFlow50FwButtMean;FtFlow50FwButtAbs;FtFlow50FwButtStd;FtFlow50FwButtMeand;FtFlow50FwButtAbsMeand;FtFlow50FwButtZerocross;FtFlow50SwHeadMean;FtFlow50SwHeadAbs;FtFlow50SwHeadStd;FtFlow50SwHeadMeand;FtFlow50SwHeadAbsMeand;FtFlow50SwHeadZerocross;FtFlow50SwMiddleMean;FtFlow50SwMiddleAbs;FtFlow50SwMiddleStd;FtFlow50SwMiddleMeand;FtFlow50SwMiddleAbsMeand;FtFlow50SwMiddleZerocross;FtFlow50SwButtMean;FtFlow50SwButtAbs;FtFlow50SwButtStd;FtFlow50SwButtMeand;FtFlow50SwButtAbsMeand;FtFlow50SwButtZerocross;FtFlow20FwHead1Mean;FtFlow20FwHead1Abs;FtFlow20FwHead1Std;FtFlow20FwHead1Meand;FtFlow20FwHead1AbsMeand;FtFlow20FwHead1Zerocross;FtFlow20FwHead2Mean;FtFlow20FwHead2Abs;FtFlow20FwHead2Std;FtFlow20FwHead2Meand;FtFlow20FwHead2AbsMeand;FtFlow20FwHead2Zerocross;FtFlow20FwButtMean;FtFlow20FwButtAbs;FtFlow20FwButtStd;FtFlow20FwButtMeand;FtFlow20FwButtAbsMeand;FtFlow20FwButtZerocross;FtFlow20SwHeadMean;FtFlow20SwHeadAbs;FtFlow20SwHeadStd;FtFlow20SwHeadMeand;FtFlow20SwHeadAbsMeand;FtFlow20SwHeadZerocross;FtFlow20SwMiddleMean;FtFlow20SwMiddleAbs;FtFlow20SwMiddleStd;FtFlow20SwMiddleMeand;FtFlow20SwMiddleAbsMeand;FtFlow20SwMiddleZerocross;FtFlow20SwButtMean;FtFlow20SwButtAbs;FtFlow20SwButtStd;FtFlow20SwButtMeand;FtFlow20SwButtAbsMeand;FtFlow20SwButtZerocross;FtFlow10FwHead1Mean;FtFlow10FwHead1Abs;FtFlow10FwHead1Std;FtFlow10FwHead1Meand;FtFlow10FwHead1AbsMeand;FtFlow10FwHead1Zerocross;FtFlow10FwHead2Mean;FtFlow10FwHead2Abs;FtFlow10FwHead2Std;FtFlow10FwHead2Meand;FtFlow10FwHead2AbsMeand;FtFlow10FwHead2Zerocross;FtFlow10FwButtMean;FtFlow10FwButtAbs;FtFlow10FwButtStd;FtFlow10FwButtMeand;FtFlow10FwButtAbsMeand;FtFlow10FwButtZerocross;FtFlow10SwHeadMean;FtFlow10SwHeadAbs;FtFlow10SwHeadStd;FtFlow10SwHeadMeand;FtFlow10SwHeadAbsMeand;FtFlow10SwHeadZerocross;FtFlow10SwMiddleMean;FtFlow10SwMiddleAbs;FtFlow10SwMiddleStd;FtFlow10SwMiddleMeand;FtFlow10SwMiddleAbsMeand;FtFlow10SwMiddleZerocross;FtFlow10SwButtMean;FtFlow10SwButtAbs;FtFlow10SwButtStd;FtFlow10SwButtMeand;FtFlow10SwButtAbsMeand;FtFlow10SwButtZerocross;FtFlowEnergyHead;FtFlowEnergyMiddle;FtFlowEnergyButt;FtFlowFwHead1MeanPos;FtFlowFwHead1MeanNeg;FtFlowFwHead1Range;FtFlowFwHead2MeanPos;FtFlowFwHead2MeanNeg;FtFlowFwHead2Range;FtFlowFwButtMeanPos;FtFlowFwButtMeanNeg;FtFlowFwButtRange;FtFlowSwHeadMeanPos;FtFlowSwHeadMeanNeg;FtFlowSwHeadRange;FtFlowSwMiddleMeanPos;FtFlowSwMiddleMeanNeg;FtFlowSwMiddleRange;FtFlowSwButtMeanPos;FtFlowSwButtMeanNeg;FtFlowSwButtRange;FtFlowCorrelation;FtFlowPeriodicityFwHead1_2_0;FtFlowPeriodicityFwHead1_2_5;FtFlowPeriodicityFwHead1_3_0;FtFlowPeriodicityFwHead1_3_5;FtFlowPeriodicityFwHead2_2_0;FtFlowPeriodicityFwHead2_2_5;FtFlowPeriodicityFwHead2_3_0;FtFlowPeriodicityFwHead2_3_5;FtFlowPeriodicityFwButt_2_0;FtFlowPeriodicityFwButt_2_5;FtFlowPeriodicityFwButt_3_0;FtFlowPeriodicityFwButt_3_5;FtFlowPeriodicitySwHead_2_0;FtFlowPeriodicitySwHead_2_5;FtFlowPeriodicitySwHead_3_0;FtFlowPeriodicitySwHead_3_5;FtFlowPeriodicitySwMiddle_2_0;FtFlowPeriodicitySwMiddle_2_5;FtFlowPeriodicitySwMiddle_3_0;FtFlowPeriodicitySwMiddle_3_5;FtFlowPeriodicitySwButt_2_0;FtFlowPeriodicitySwButt_2_5;FtFlowPeriodicitySwButt_3_0;FtFlowPeriodicitySwButt_3_5;FtFlowCorrelationJumpTemplates;FtEvArea;FtEvZnDistWallN;FtEvZnDistWallC;FtEvZnDistWallT;FtEvZnDistFeederN;FtEvZnDistNippleN;
10;2021-01-15T16:18:14.573757+0100;1;0.6523460564;1.597890792;0.02439224889;0.2762393034;0.1485050411;0.4333147312;0.09531319773;0.008751717418;1.104261074e-05;-0.001432547034;0.0002525233898;0.0454674433;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13.84622815;61.39427399;73.62885561;-15.29685211;35.10385323;1;14.2800813;94.37763358;117.156287;-33.66096531;57.74507384;1;77.58778916;123.0965661;108.6251443;-21.20983783;39.85954597;1;62.33878292;63.84905639;40.6914116;9.294916847;24.60424232;0;-14.72562011;49.81335605;57.39223137;-2.691074805;29.47442237;2;-72.61255192;84.5373909;64.84360352;-11.95860551;32.88117964;1;163.9033993;202.6707213;307.793661;121.7629964;0;13.58486176;95.68886481;0;61.34378052;155.5440211;0;130.047699;81.89351999;12.78496265;116.9716797;0;71.50475679;31.76892853;0;75.27596601;79.08110046;0.9031887603;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;1.187889199;NaN;NaN;NaN;NaN;NaN;
11;2021-01-15T16:18:14.607073+0100;1;0.6230560273;1.667276715;-0.02028194565;0.3335487123;0.2044286502;0.4306868005;0.08378523789;0.007699967328;1.811238432e-06;-0.001257723011;0.0001955682963;0.07479830468;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-3.008995654;74.75018703;91.28171451;-17.8641986;37.67119971;1;-10.66987616;107.0252931;135.6708112;-32.03696338;58.70827449;1;61.13422636;122.7861431;118.5884834;-22.49857851;39.08782994;1;69.82945958;71.33973305;40.3953082;8.79838562;24.1077111;0;-20.76188362;49.56603053;55.96416698;-4.188375907;30.97172347;3;-83.96530619;86.27793017;52.59399481;-6.003207293;32.57647722;1;152.2026343;193.2055362;293.1483913;73.65004554;0;9.244499207;70.56247711;0;53.31823349;119.4360764;0;95.60012054;29.56885509;17.61014382;67.21054077;0;100.6388953;44.292099;0;98.65695021;23.66017151;0.9651737187;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;1.234127836;NaN;NaN;NaN;NaN;NaN;
12;2021-01-15T16:18:14.640390+0100;1;0.7095828458;-1.366636073;-0.2039355147;0.2917327577;0.2260273309;0.4375534684;0.1032462071;0.01070068828;0.0001095474858;-8.046445505e-05;0.0003383855804;0.2977596156;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-19.8256973;89.24003133;104.3682941;-19.43720904;37.13459674;1;-32.34253264;119.9235075;145.9675594;-25.10539003;61.87975069;1;40.40349346;123.7535359;128.2732538;-23.49495662;40.08420805;1;75.47288833;76.9831618;39.00346521;6.404929421;24.26336046;0;-25.33408204;49.83994488;54.02729055;-8.444065874;31.47555603;3;-92.7009889;92.7009889;44.43081369;-2.610540043;29.18380997;0;154.1802877;186.6954868;276.5676474;4.749616543;4.511405373;13.50223923;3.638098478;19.9128967;62.01076889;70.28104613;8.955364227;112.408989;62.47880374;0;62.50357056;0;71.01032148;45.03381348;0;130.9186147;93.89485931;0.8052823551;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;1.27206356;NaN;NaN;NaN;NaN;NaN;
13;2021-01-15T16:18:14.673706+0100;1;0.8194038114;-1.092224023;-0.424810705;0.02152996603;0.6791806796;0.4552589324;0.1556222203;0.0153816769;-6.86141411e-05;-0.002591083625;0.0007494258956;0.5788797613;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-54.08074435;109.4676191;115.2437367;-2.360624065;39.46061947;2;-53.60560116;123.8479149;138.2508817;-6.485443115;45.72239187;2;0.9163769643;119.4586343;128.0410907;-0.191652215;33.97401544;2;50.36292504;59.42564187;50.90702571;-2.810294027;22.85912398;2;-12.8164713;39.58535455;47.45759528;-0.008179830468;27.867025;6;-52.88824412;64.32173777;58.2083667;-0.5659474912;26.66054833;4;-37.06780045;102.3131241;112.3794569;-20.75136046;35.82044532;1;-49.30681719;130.6570769;150.2479434;-23.43324453;63.55189618;1;17.18305949;125.4864802;134.9371047;-30.4973474;34.7391243;1;78.76922461;80.33689531;39.05314352;3.595042142;23.07121554;0;-28.9190854;47.63599996;49.98583945;-5.986524148;30.57441009;3;-94.4203807;94.4203807;42.64498176;0.2804738825;26.80985468;0;184.3734207;192.3491821;260.4260341;0;41.28705245;23.34510422;0;78.69634713;76.63612366;0;52.23399607;52.04372787;112.2222833;0;49.52285004;6.063543456;71.65234562;94.31118774;0;175.7255469;55.51615906;0.7313878974;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;1.299477489;NaN;NaN;NaN;NaN;NaN;
14;2021-01-15T16:18:14.707023+0100;1;0.9201740941;-1.879363237;-0.1518091562;0.03307674979;0.004639706917;0.4649119469;0.114425298;0.0174320845;0.0004770435561;0.003561403559;0.0006152766558;0.3457674925;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-56.62450614;112.0113809;116.1143354;-12.14615051;29.67509303;1;-56.39974309;126.6420568;138.8769309;-9.574935913;42.63289908;1;2.560248978;118.0862931;127.7825175;-5.080684662;29.084983;2;46.16775612;63.59732353;58.88596822;-3.974585409;24.02341536;2;-14.48255474;41.25143799;49.36918025;-4.839690291;26.95617083;5;-53.35301714;64.7865108;58.01617674;-0.01279524098;26.24402793;4;-54.92928723;111.928083;114.2446864;-20.98848482;35.58332096;1;-68.14262163;134.7127912;146.8952882;-25.16444605;61.82069466;1;-9.714869854;120.5217588;129.5834667;-27.47747074;34.3773065;1;80.45384126;82.02151197;39.67070923;2.014470881;21.49064428;0;-32.80911753;44.27897423;43.97179756;-1.573742;26.16162794;2;-93.50138809;93.50138809;43.31689792;0.7685193149;27.29790011;0;232.0439309;206.7519595;243.412898;0;94.42047706;19.86749268;0;160.7758162;175.6276093;0;104.5529261;71.24447632;97.40568593;23.2950414;151.6964111;19.49534307;61.73601351;94.44919586;0;124.4836222;34.62220764;0.8088856615;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;1.330613413;NaN;NaN;NaN;NaN;NaN;
15;2021-01-15T16:18:14.740339+0100;1;0.9812927203;-2.242866192;-0.1432700374;0.1390611591;0.2936007876;0.4714069464;0.09267459815;0.01442943849;0.0003496026899;0.003502994202;0.0003952258309;0.1599687059;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-65.85425049;109.0063906;108.0752182;-6.18080985;28.67314587;1;-62.14714157;123.7015748;134.9224169;-4.114228456;45.58021827;1;-1.963553983;113.5624901;125.3430277;-4.659436558;29.06314705;2;43.36863428;66.39644537;63.22890357;-3.735914728;24.26208604;1;-18.1910614;44.32350721;50.95479082;-5.323656289;26.47220483;5;-52.24202839;63.67552204;57.64258735;-2.426700675;23.83012249;3;-75.29805404;120.792754;112.1405382;-22.80587803;36.1533595;1;-91.83387702;138.7712871;138.1390064;-30.30094771;58.52602872;1;-36.34505894;116.7186961;119.4186756;-25.83988641;32.97168905;1;81.14954089;82.7172116;39.66663868;2.137696006;21.61386941;0;-34.45699763;40.86918166;39.31365104;1.548487316;26.20783381;2;-90.39366538;91.58960319;47.98445425;11.57762077;25.74757385;1;278.260419;211.6054159;227.7645782;0;146.1104337;24.59715271;0;226.7316139;315.8645325;0;115.0716906;85.78031921;107.340723;0;94.09411621;18.80719379;73.67608819;113.3071518;0;92.53591474;96.86371613;0.9348428593;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;1.352802233;NaN;NaN;NaN;NaN;NaN;
16;2021-01-15T16:18:14.773656+0100;1;1.038908598;-2.4398402;-0.1546382497;0.09902864122;0.277584967;0.4810032851;0.0768058441;0.01317311519;0.0003016410806;0.003934512553;0.0002908375301;0.09877335809;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-70.79563155;108.4158826;104.560264;-3.249901315;27.60912398;1;-67.46247303;121.9497305;131.3102831;-3.476929706;44.94291952;1;-5.034339188;110.4917049;123.2476523;-2.518177654;29.9349218;2;42.10880755;67.28511645;64.29401736;-1.885839131;26.11216164;1;-21.73369306;43.96571976;49.37078931;-3.255557143;27.89589181;5;-54.39270849;61.9995736;54.71451046;-2.335116428;23.92170674;3;-97.83575097;130.5872689;106.4304136;-28.77016553;33.62135072;1;-116.945839;144.8228264;126.4634885;-30.81265189;59.0377329;1;-60.21096106;116.192684;108.3433188;-28.17008937;31.06011512;1;81.59872108;82.91075275;37.01492703;-0.2807957042;22.03968117;0;-31.37420139;41.99266951;42.35081431;8.373369477;27.42924751;3;-81.60103241;84.88992364;54.94488658;10.7826597;24.95261279;1;309.9436435;194.6118112;222.390079;0;181.2668211;33.76008606;0;225.585702;351.9901428;0;96.85883891;100.9236908;107.0978114;0;70.48652649;0;34.73362797;67.23926544;0;78.55976126;99.04495239;0.9571840617;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;1.374060554;NaN;NaN;NaN;NaN;NaN;
17;2021-01-15T16:18:14.806972+0100;1;1.067940819;-2.516743934;-0.1579633831;-0.0690109041;0.121296461;0.4843551639;0.0492868794;0.01094928992;0.0002254844215;0.005325995384;0.0001177052556;0.1927637248;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-73.76929951;109.6398952;102.9098425;-2.784702342;27.49126712;1;-71.88398712;120.3754028;127.7861692;-3.658317234;45.12430705;1;-7.191787718;108.3342564;121.7611477;-2.677148363;29.7759511;2;42.80600195;67.98231085;64.16126088;0.8234355761;28.82143634;2;-22.95486103;42.74455179;48.23269858;-0.8844303877;29.85070573;6;-54.14780175;62.24448034;55.17143726;2.298653561;25.56151556;4;-124.4805304;136.9382156;86.15244706;-24.7263194;29.57750459;1;-142.2055582;154.1344016;110.9678629;-28.54012784;56.76520885;1;-85.21699053;115.2747099;87.29501851;-23.04187116;27.99371997;1;77.98468914;79.17834153;38.17890766;-0.3253614252;22.0842469;0;-24.13198652;37.31742491;42.23704811;12.20318543;23.59943156;3;-76.88976704;80.17865827;57.03506097;8.050133098;27.6851394;2;322.3579918;164.7130014;229.6426549;0;187.8392757;26.91145325;0;207.4252252;232.6068878;0;130.1887543;65.62756348;92.58446587;0;86.26998138;0;29.07667657;27.59820175;0;90.97780821;89.4107666;0.9656702716;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;1.431035717;NaN;NaN;NaN;NaN;NaN;
18;2021-01-15T16:18:14.840289+0100;1;1.085415545;-1.744117068;-0.09327374114;-0.06880432399;0.08911478262;0.4889794997;0.04772770106;0.01436231579;0.0003680443678;0.009603169268;7.70815116e-05;0.1321680069;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-74.72512675;109.4322938;102.2017162;-1.419663637;28.85630583;1;-73.51916533;118.9298208;126.3285159;-0.7893733149;46.19494364;1;-10.13717802;105.3888661;119.5050558;-2.510911154;29.60971389;2;45.14631085;70.32261975;64.57302187;2.167354584;30.16535535;2;-21.38968225;44.30973057;50.267561;1.013006998;31.74814311;6;-49.2538292;67.1363396;65.25494377;7.15828199;26.49975594;3;-144.3342395;144.5169171;62.2119015;-14.31082882;25.50153316;0;-162.1385276;162.3069581;90.69829512;-17.61828891;52.81140969;1;-106.0494851;116.2011918;61.38544149;-17.3843526;24.41683995;1;74.85482748;78.28071705;43.52727511;-9.131647283;22.8253479;1;-17.84829553;31.03373392;35.48570569;3.865006273;22.27635583;4;-71.30017643;74.58906767;57.88436085;9.583446329;26.15182616;2;319.6702546;144.4906589;236.7338859;0;181.8911755;20.34454346;0;166.1871236;204.5515442;0;149.7202698;94.05812073;83.77594729;6.19890213;121.9494629;13.19361463;19.65164431;49.21282959;0;57.93704012;41.7660141;0.9630542693;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;1.428816835;NaN;NaN;NaN;NaN;NaN;
19;2021-01-15T16:18:14.873605+0100;1;1.099113337;-1.984505953;0.05838990481;-0.09732282655;0.09028759971;0.4920861103;0.04781202676;0.01506872616;0.0004000437194;0.01055277893;5.965566321e-05;0.03456099936;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-74.37131549;109.786105;102.5588608;-0.7383464316;29.53762303;2;-73.36367686;119.0853093;126.5051861;-1.051348147;45.9329688;2;-12.77403899;102.7520051;116.7291831;-4.66287841;27.45774663;2;46.83945807;72.01576697;64.92982368;1.070391945;29.34830259;2;-19.52481609;45.87084632;52.5027913;2.29738024;31.42618747;6;-41.04868674;72.23278717;77.43239631;9.572418545;26.39586374;3;-157.2899717;157.2899717;45.02991298;-10.17237715;22.62658969;0;-173.081634;173.081634;80.23261567;-11.79924427;48.14520541;0;-115.3360335;115.3360335;38.71634547;-0.08599749478;22.02074536;0;64.40443634;78.31797423;57.83177765;-17.76698858;23.16637074;1;-17.05443983;30.23987822;34.0462157;-4.983146928;19.98058466;4;-63.20761839;66.49650963;54.94838397;12.83721369;22.8980588;2;310.8602514;147.0868612;232.7823613;0;164.8586743;19.81774902;0;137.3491123;196.5368958;0;131.5992477;92.24746704;79.29770009;0;100.1689148;0;13.65582598;31.52169991;0;51.52527195;6.669178009;0.9915112789;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;1.40426598;NaN;NaN;NaN;NaN;NaN;
20;2021-01-15T16:18:14.906922+0100;1;1.091350752;-1.806708367;0.1225135933;-0.1234600416;0.04826598311;0.4898783141;0.05395199091;0.01703395804;0.0005157744443;0.01237334977;2.518854637e-05;0.133071839;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-74.17310814;109.9843124;102.8033151;-0.6132880501;29.66268141;2;-74.97316364;117.4758225;124.3397258;-2.540007467;44.44430948;2;-19.4803798;96.04566433;108.988768;-5.496206988;28.29107521;2;45.4588133;70.6351222;65.00242067;-2.614146191;31.28088031;2;-17.97048256;46.55369756;53.38964232;3.711615894;30.01195182;5;-31.84967679;76.21903185;86.86405071;9.374594647;26.46161618;3;-164.9061067;164.9061067;29.79917494;-3.360942494;20.20536665;0;-175.2853096;175.2853096;78.49914077;9.399359963;35.63772722;0;-110.8021762;111.3452379;47.82075814;8.832541726;22.70855574;1;46.29736168;77.72133502;72.30671336;-18.91628335;24.31566551;1;-22.44869556;35.12883867;38.90571279;-8.985956452;23.98339419;4;-51.4546478;54.74353903;43.26684186;8.70520505;18.76605017;2;303.1367279;166.4700924;224.5120455;0;175.4006265;49.38667297;0;166.498508;139.2620544;0;136.9627584;33.50417328;83.44564088;0;92.45391846;11.60879856;11.81045431;28.97941208;14.35125376;33.86037371;60.16447449;0.9534921816;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;1.427528452;NaN;NaN;NaN;NaN;NaN;
21;2021-01-15T16:18:14.940238+0100;1;1.10713992;-1.866992793;0.1460114394;-0.09854752829;0.02824306908;0.4937115844;0.03792855991;0.01127130619;0.0002321155902;0.008253035447;2.082102521e-05;0.1274374437;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-76.15309714;108.0043234;100.4463211;-2.297222801;30.75005523;2;-78.67186547;113.7771207;119.5995467;-5.471945555;43.34395002;2;-26.54263445;88.98340968;100.642649;-5.480077951;28.27494617;2;42.62553836;67.81190212;64.93371157;-3.500958152;31.79844417;2;-16.2636712;46.8171501;53.97034269;4.462113132;29.29130741;5;-24.09304014;80.05506579;93.19193806;11.52820156;24.30800927;3;-163.2624877;163.2624877;33.90276727;6.549858787;20.67256997;0;-164.5857253;164.8027575;86.59779212;27.2384269;35.37907965;0;-100.9310524;103.7908741;58.69572757;12.79456754;19.58166443;1;32.99576115;77.49436806;78.44625664;-18.69481451;24.53713434;1;-27.56787787;38.62340905;40.49615293;-7.766502901;25.20284774;3;-43.40945963;46.69835087;37.37565558;5.350844297;15.41168941;2;295.4332351;190.6366292;219.4802086;0;193.9932709;56.89453125;0;186.9810075;182.2110138;0;140.0393397;62.09251404;80.31168916;0;64.67834473;30.69767788;0;5.546188354;22.60389693;12.19286948;44.51356506;0.9820705988;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;1.386228616;NaN;NaN;NaN;NaN;NaN;
