Framenr;FrameTime;FilterVersion;FtEvElongation;FtEvVelocity;FtEvASM1;FtEvASM2;FtEvASM3;FtEvDudani1;FtEvDudani3;FtEvDudani4;FtEvDudani5;FtEvDudani6;FtEvDudani7;FtEvBending;FtFlow50FwHead1Mean;FtFlow50FwHead1Abs;FtFlow50FwHead1Std;FtFlow50FwHead1Meand;FtFlow50FwHead1AbsMeand;FtFlow50FwHead1Zerocross;FtFlow50FwHead2Mean;FtFlow50FwHead2Abs;FtFlow50FwHead2Std;FtFlow50FwHead2Meand;FtFlow50FwHead2AbsMeand;FtFlow50FwHead2Zerocross;FtFlow50FwButtMean;FtFlow50FwButtAbs;FtFlow50FwButtStd;FtFlow50FwButtMeand;FtFlow50FwButtAbsMeand;FtFlow50FwButtZerocross;FtFlow50SwHeadMean;FtFlow50SwHeadAbs;FtFlow50SwHeadStd;FtFlow50SwHeadMeand;FtFlow50SwHeadAbsMeand;FtFlow50SwHeadZerocross;FtFlow50SwMiddleMean;FtFlow50SwMiddleAbs;FtFlow50SwMiddleStd;FtFlow50SwMiddleMeand;FtFlow50SwMiddleAbsMeand;FtFlow50SwMiddleZerocross;FtFlow50SwButtMean;FtFlow50SwButtAbs;FtFlow50SwButtStd;FtFlow50SwButtMeand;FtFlow50SwButtAbsMeand;FtFlow50SwButtZerocross;FtFlow20FwHead1Mean;FtFlow20FwHead1Abs;FtFlow20FwHead1Std;FtFlow20FwHead1Meand;FtFlow20FwHead1AbsMeand;FtFlow20FwHead1Zerocross;FtFlow20FwHead2Mean;FtFlow20FwHead2Abs;FtFlow20FwHead2Std;FtFlow20FwHead2Meand;FtFlow20FwHead2AbsMeand;FtFlow20FwHead2Zerocross;FtFlow20FwButtMean;FtFlow20FwButtAbs;FtFlow20FwButtStd;FtFlow20FwButtMeand;FtFlow20FwButtAbsMeand;FtFlow20FwButtZerocross;FtFlow20SwHeadMean;FtFlow20SwHeadAbs;FtFlow20SwHeadStd;FtFlow20SwHeadMeand;FtFlow20SwHeadAbsMeand;FtFlow20SwHeadZerocross;FtFlow20SwMiddleMean;FtFlow20SwMiddleAbs;FtFlow20SwMiddleStd;FtFlow20SwMiddleMeand;FtFlow20SwMiddleAbsMeand;FtFlow20SwMiddleZerocross;FtFlow20SwButtMean;FtFlow20SwButtAbs;FtFlow20SwButtStd;FtFlow20SwButtMeand;FtFlow20SwButtAbsMeand;FtFlow20SwButtZerocross;FtFlow10FwHead1Mean;FtFlow10FwHead1Abs;FtFlow10FwHead1Std;FtFlow10FwHead1Meand;FtFlow10FwHead1AbsMeand;FtFlow10FwHead1Zerocross;FtFlow10FwHead2Mean;FtFlow10FwHead2Abs;FtFlow10FwHead2Std;FtFlow10FwHead2Meand;FtFlow10FwHead2AbsMeand;FtFlow10FwHead2Zerocross;FtFlow10FwButtMean;FtFlow10FwButtAbs;FtFlow10FwButtStd;FtFlow10FwButtMeand;FtFlow10FwButtAbsMeand;FtFlow10FwButtZerocross;FtFlow10SwHeadMean;FtFlow10SwHeadAbs;FtFlow10SwHeadStd;FtFlow10SwHeadMeand;FtFlow10SwHeadAbsMeand;FtFlow10SwHeadZerocross;FtFlow10SwMiddleMean;FtFlow10SwMiddleAbs;FtFlow10SwMiddleStd;FtFlow10SwMiddleMeand;FtFlow10SwMiddleAbsMeand;FtFlow10SwMiddleZerocross;FtFlow10SwButtMean;FtFlow10SwButtAbs;FtFlow10SwButtStd;FtFlow10SwButtMeand;FtFlow10SwButtAbsMeand;FtFlow10SwButtZerocross;FtFlowEnergyHead;FtFlowEnergyMiddle;FtFlowEnergyButt;FtFlowFwHead1MeanPos;FtFlowFwHead1MeanNeg;FtFlowFwHead1Range;FtFlowFwHead2MeanPos;FtFlowFwHead2MeanNeg;FtFlowFwHead2Range;FtFlowFwButtMeanPos;FtFlowFwButtMeanNeg;FtFlowFwButtRange;FtFlowSwHeadMeanPos;FtFlowSwHeadMeanNeg;FtFlowSwHeadRange;FtFlowSwMiddleMeanPos;FtFlowSwMiddleMeanNeg;FtFlowSwMiddleRange;FtFlowSwButtMeanPos;FtFlowSwButtMeanNeg;FtFlowSwButtRange;FtFlowCorrelation;FtFlowPeriodicityFwHead1_2_0;FtFlowPeriodicityFwHead1_2_5;FtFlowPeriodicityFwHead1_3_0;FtFlowPeriodicityFwHead1_3_5;FtFlowPeriodicityFwHead2_2_0;FtFlowPeriodicityFwHead2_2_5;FtFlowPeriodicityFwHead2_3_0;FtFlowPeriodicityFwHead2_3_5;FtFlowPeriodicityFwButt_2_0;FtFlowPeriodicityFwButt_2_5;FtFlowPeriodicityFwButt_3_0;FtFlowPeriodicityFwButt_3_5;FtFlowPeriodicitySwHead_2_0;FtFlowPeriodicitySwHead_2_5;FtFlowPeriodicitySwHead_3_0;FtFlowPeriodicitySwHead_3_5;FtFlowPeriodicitySwMiddle_2_0;FtFlowPeriodicitySwMiddle_2_5;FtFlowPeriodicitySwMiddle_3_0;FtFlowPeriodicitySwMiddle_3_5;FtFlowPeriodicitySwButt_2_0;FtFlowPeriodicitySwButt_2_5;FtFlowPeriodicitySwButt_3_0;FtFlowPeriodicitySwButt_3_5;FtFlowCorrelationJumpTemplates;FtEvArea;FtEvZnDistWallN;FtEvZnDistWallC;FtEvZnDistWallT;FtEvZnDistFeederN;FtEvZnDistNippleN;
686;2021-01-15T16:18:37.095711+0100;1;0.6796144804;-0.5593502109;-0.3077121281;0.04464695213;0.117968649;0.4284011809;0.00869941738;0.001416004213;3.863821396e-06;0.0003674005131;-3.125721743e-06;0.4327553408;-16.73361384;56.74864095;74.09007823;0.3946999534;42.90008637;10;-7.820924925;38.50320238;51.76059714;1.220177714;25.25598254;10;-3.229468708;28.40145741;38.87887692;-0.203666788;15.13816317;20;12.3693938;47.7909111;64.84843706;-1.964114325;18.44662675;7;0.7496196999;26.52083709;36.23932385;0.3826466183;10.04947552;5;-8.617343062;14.00907184;23.52974287;2.649338415;7.715244443;13;1.203268446;58.31742242;73.95923275;0.8072382885;53.59154701;4;5.052084441;45.21648128;57.0736774;3.106983475;31.05812956;4;-12.54057964;32.05798813;40.05838208;1.016471303;13.96568661;9;6.269121698;80.23117907;93.89156015;1.413781622;28.64611344;2;-12.33793636;39.45868896;47.701162;2.100070166;13.45163913;1;-6.998597232;12.35168921;14.34808856;1.281370023;5.375848983;3;-18.98741555;58.22404401;68.11001845;-3.551528237;63.16393072;2;-19.63678349;43.21288287;45.67352236;-2.066485665;40.83625967;2;-29.06414035;40.04160163;39.0550794;1.295539466;18.03288594;4;-23.39458821;93.25104207;101.73966;18.21910061;36.7997336;1;-38.05624505;52.19770126;47.74421735;8.067199794;19.32118095;1;-13.52430767;13.52430767;9.7562477;-2.014527126;4.197099794;0;146.6272736;96.34942668;78.14545638;142.5690384;0;167.8117828;69.68405999;0;80.12454224;22.27141786;54.52330971;94.69538879;3.210590386;16.11769435;35.88288116;0;48.72022779;26.43400574;0;13.59974649;5.393966675;-0.2917438406;0.06506331209;0.05432994082;0.08514712322;0.1001397622;0.05791506427;0.06275013791;0.07308764676;0.1001158672;0.1065360502;0.1982420322;0.09910324354;0.1012858661;0.04694422066;0.01741815128;0.0453069143;0.02799455547;0.04082558003;0.06933530729;0.05916281521;0.06184360254;0.04040846708;0.1405371724;0.06695116633;0.07315486838;1;1.03056331;NaN;NaN;NaN;NaN;NaN;
687;2021-01-15T16:18:37.129027+0100;1;0.7743987116;-0.05997695247;-0.3538715869;0.222220684;0.1979614382;0.4382678889;0.02198153841;0.002284349193;5.359832288e-06;4.14793882e-06;-1.527412538e-05;0.4554593597;-16.81433533;56.82936244;74.19592037;0.2186455969;43.07614073;10;-7.025013262;37.74007614;51.12478204;1.641170808;24.83498945;10;-4.079896006;27.11240209;36.60198682;0.712162628;14.22233375;20;10.91273187;46.33424916;63.73491827;-1.677603275;18.727918;8;1.426402161;26.21670721;36.00471473;0.05456290104;9.721391798;4;-6.413444546;12.00579509;17.69384149;1.939448284;7.005354312;13;-3.459740121;61.94361652;76.59801655;-3.467371982;57.86615728;4;4.135724164;45.76241454;57.51086561;0.09787646584;34.06723657;3;-11.08872724;32.94059941;41.16815994;2.487536596;15.4367519;9;6.403299849;80.44768547;93.90144804;0.7881425775;29.27175248;1;-10.49726575;41.19213501;49.12007612;2.46838014;13.08332916;1;-5.814964421;13.20511861;15.76138177;1.084544104;5.310409199;3;-21.28328513;60.21794581;67.88316384;6.100331393;55.63786177;2;-18.59569946;43.72250169;46.3120464;6.426135323;38.54495343;3;-29.06295812;42.28749791;41.16997279;3.687081034;16.84434106;4;-7.048080488;96.86691662;107.7570659;22.40329916;35.61719131;1;-33.26749833;50.08904532;49.80806674;10.49412251;16.89425824;1;-14.81242038;14.81242038;10.24776753;-0.7662118782;4.633854584;0;134.6744344;76.63365141;97.51884937;87.52466466;0;17.66199493;62.17194939;0;22.7286377;38.45957375;56.89251531;122.3539734;13.84615469;0;13.50985718;0;27.10960424;39.96525574;0;19.45342652;8.338848114;0.9176416914;0.05944432173;0.04926603375;0.0860406699;0.0994096893;0.05574630559;0.06407846714;0.06975533014;0.09806733915;0.1046879432;0.189850021;0.09056386836;0.102855411;0.04561019388;0.01992991914;0.04053426998;0.03114417696;0.04386959649;0.06727856154;0.05712130901;0.06270385574;0.04069125823;0.1331018885;0.06506347207;0.0733138237;1;1.021830936;NaN;NaN;NaN;NaN;NaN;
688;2021-01-15T16:18:37.162344+0100;1;0.825108127;-0.2904205096;-0.3246938969;0.0975834265;0.1587660017;0.4435094073;0.02651923132;0.00363111556;2.419442242e-05;0.001084106294;-2.615858411e-05;0.4173927001;-15.44518496;55.46021207;72.8908162;0.1101584515;42.96765358;10;-5.364897982;36.07996087;48.36445835;0.6097594914;24.10214414;10;-3.394885896;26.05698865;34.80740804;1.230705483;13.7037909;20;8.746645078;45.00400137;62.72220662;-1.739363482;18.78967821;9;1.717146029;26.29139201;36.01218364;-0.4406710065;9.226157891;4;-4.749150684;10.70650737;14.03345311;1.164028725;6.229934753;13;-10.83278496;69.31666136;86.17088696;-8.013840136;62.41262544;4;1.014345839;48.87790455;60.78153467;-2.420135768;36.5852488;4;-9.622401056;33.85363727;42.236819;2.27042335;15.21963866;8;6.918793686;80.6310018;93.95499403;1.033581215;29.02631384;2;-8.641695411;42.38003917;50.35378974;2.40182151;13.14988779;1;-5.445580606;13.39217254;16.06463064;0.3113984232;6.072447963;3;-11.00645565;54.71539538;65.27827239;6.248343728;55.78587411;3;-10.11511731;40.8699838;45.49269592;6.141232404;38.26005051;3;-26.07028325;42.45174424;42.40756546;3.865236846;17.02249687;5;14.22220272;99.89944126;110.5169166;28.43972327;34.41278458;1;-24.82642486;47.13409343;51.60226019;12.21424874;16.89904274;1;-15.35164294;15.35164294;10.18326688;-1.114130389;4.285936074;0;140.2207123;67.48846967;106.5692696;4.153217554;1.912058637;9.4012537;9.411457512;0;7.88581419;15.43596489;65.50250244;98.62091827;75.70561133;0;43.92168427;20.01718602;22.32731728;54.00389862;0;16.4470809;15.35734177;0.3906064109;0.05274930253;0.04401188343;0.08948686983;0.1000181942;0.05362485342;0.0660073646;0.07135124461;0.09831947305;0.1031017686;0.1817203016;0.08244350278;0.1050103602;0.04386661969;0.02231173433;0.03640809375;0.03489710588;0.04713941801;0.06834998751;0.05669649997;0.06142652087;0.04182825072;0.1259439256;0.06237154755;0.07526680756;1;1.050891132;NaN;NaN;NaN;NaN;NaN;
689;2021-01-15T16:18:37.195660+0100;1;0.8370685624;-0.5663167023;-0.1557632823;0.01896281944;0.1184126333;0.4451471279;0.03731109253;0.005955788318;7.967223986e-05;0.002828462445;-3.917504835e-05;0.2247163345;-15.03879247;55.05381958;72.76175764;0.2425274768;43.10002261;10;-4.779680227;35.49474311;47.76612327;0.05974143946;23.55212609;10;-2.924273234;25.46505114;34.01484845;0.4176384029;13.03236233;20;6.979447753;44.27093673;62.3308851;-1.39023893;18.60031182;9;1.387841345;25.99557018;35.83895326;-0.7234976888;9.164118871;4;-3.775406029;10.39495328;13.5221907;0.9476718175;6.013577845;13;-18.57917143;77.06304783;94.9559795;-7.968625027;62.36741033;4;-0.7015432418;50.70334511;63.05269068;-0.3404487942;38.07036193;4;-10.30109344;34.60874612;42.36659177;-1.039246538;18.52930855;8;7.145595202;80.43871109;93.92016894;0.7470884116;29.31280665;2;-7.775354351;42.54886937;50.55884901;1.284181553;14.26752775;1;-5.873734595;14.15693084;16.61879224;-0.3832285819;6.767074969;4;0.3037873975;59.55494689;71.05016145;13.92083116;60.42569247;3;-0.1291367202;45.41538736;52.17079701;12.46015254;41.60313364;3;-22.69877165;42.98189977;45.12451936;6.187317285;15.05986981;5;37.02947478;98.26293575;102.9594623;25.06750315;35.61340159;1;-14.09805712;43.74281996;51.12272395;14.85731376;16.62833795;1;-16.0031799;16.18115638;10.28888;-1.068358205;4.331708258;0;160.8895842;67.68833547;106.1531038;0;47.71900617;8.525409698;0;31.95531856;30.11230659;0;43.19706637;67.84187317;95.28627014;0;58.63493347;32.57283325;13.82261982;60.15682983;0;23.80494319;16.42230797;0.8694893045;0.04537680026;0.03904415218;0.09241134361;0.1030943097;0.0516688305;0.06907377126;0.0738567371;0.1006097386;0.1019769262;0.1746971851;0.07707419322;0.1071978553;0.04201297075;0.02468474572;0.03214651583;0.03583319478;0.05059774273;0.0700258073;0.05607327595;0.05792029297;0.04362827282;0.1198774346;0.06075346118;0.07556044199;1;1.078519791;NaN;NaN;NaN;NaN;NaN;
690;2021-01-15T16:18:37.228977+0100;1;0.8884861074;-0.4839120923;-0.0849285176;-0.006975542533;0.1052518587;0.4522676261;0.03407664712;0.006566753522;9.578660724e-05;0.003776233102;-2.178345816e-05;0.1376994132;-14.30602333;54.64425168;72.78976758;0.350834103;43.20832923;11;-3.994584303;34.86706752;47.51208098;0.2290569069;23.72144156;11;-2.831722919;25.01865722;33.74028868;0.003450696751;12.61817462;20;5.778189476;43.43746157;61.96949422;-0.9185047049;18.56930412;9;0.6686253332;25.32966501;35.40856119;-0.8235987395;9.264219922;5;-3.341778104;10.21708923;13.39253417;0.4384768292;6.04306421;13;-24.06230633;82.54618273;99.3906045;-3.64678499;62.20424179;4;-2.006013164;52.00781504;64.42249541;0.3834957455;37.34641739;4;-11.69494266;36.00259535;42.79202692;-2.18014035;19.64994192;8;7.339235878;80.24507041;93.82953706;0.7669343741;29.29296069;2;-7.489444036;42.30234631;50.51005488;0.5347765632;15.01693274;2;-6.468905624;14.96713924;17.33090327;-0.6145063587;6.936813925;4;19.64389602;69.50067079;83.68978044;19.52725532;66.03211663;3;14.73714299;52.34322215;61.21385801;14.86268702;44.00566812;3;-18.06334096;42.54192008;46.84803452;5.562899459;15.68428763;5;57.09428274;94.73724284;88.63739429;22.31792277;38.36298197;1;-2.331118235;39.10313723;46.10021573;14.41883997;17.06681173;1;-15.48450406;16.48691861;11.28135176;-0.1124536558;5.246246706;0;180.4167078;69.46031066;99.08466673;0;79.76196465;3.535293579;0;61.6243816;35.71363831;0;48.64005229;17.58927917;127.0790698;0;81.01887512;32.08252202;5.934854984;52.79104614;0;28.14891815;1.393825531;0.9640938912;0.03830548423;0.03392022897;0.09402484612;0.1037061425;0.05014172098;0.07275916192;0.0759948998;0.09903237492;0.1014985359;0.1688666299;0.07487185196;0.1072090251;0.03996708795;0.02951123482;0.02785905272;0.03770103481;0.05421553055;0.07189446122;0.05437356633;0.05743082102;0.04579220337;0.1144561404;0.05916182582;0.07269403343;1;1.029346503;NaN;NaN;NaN;NaN;NaN;
691;2021-01-15T16:18:37.262293+0100;1;0.876431312;-0.344197043;-0.07526777897;0.04372668876;0.1370189063;0.4499503925;0.04404794714;0.008294379069;0.0001557936568;0.004714101652;-2.938103414e-05;0.1241790812;-13.51840977;55.15289451;73.10654085;0.1593462572;43.01684139;10;-3.497402725;34.9257591;47.57144439;0.09091816817;23.58330282;10;-2.770188379;24.74532657;33.49963562;0.2455646507;12.86028858;20;4.524660964;43.14010977;61.89984915;-1.238467514;18.88926693;9;-0.1593448357;24.82385439;34.95448114;-0.7924387404;9.233059923;5;-3.348452235;10.05624715;13.24908783;0.01733193963;6.267046181;14;-25.16361154;83.64748794;100.2086734;-3.628234283;62.2227925;4;-2.400150926;52.4019528;64.81826055;-1.50161088;37.57680354;4;-12.84745173;36.4862293;42.70919274;-1.877358167;19.9527241;7;7.743798919;79.84050737;93.54692531;1.693367771;28.43397379;2;-7.298053762;42.11095604;50.48234206;0.4624910355;15.08921826;2;-6.921554668;15.3715205;17.5102203;-0.6090493721;6.942270911;3;33.9783574;77.1602717;86.90966427;18.84579919;66.71357276;3;27.64948414;58.69400631;64.72347323;16.36517213;42.50318302;3;-12.72665619;40.23260608;45.74498445;5.368736224;15.4901244;5;76.17752509;90.58107309;65.99185762;14.70922054;32.15710623;1;10.09141352;34.92478196;38.01884407;9.706671368;12.81263846;1;-13.31524759;18.0623908;15.29387347;1.788414435;6.819183436;1;190.2953225;69.26576514;88.45865498;0;39.74307926;4.580871582;1.70216465;28.42516103;45.76372147;5.372278909;48.3973182;68.15034485;106.3297865;0;25.15713501;27.26297086;0;18.58695602;0;27.70781496;21.67516327;0.9492655886;0.03310412164;0.02862302242;0.09559941225;0.1049085023;0.04920898075;0.07707479655;0.07755279732;0.1000636737;0.101730676;0.1642177596;0.07157021775;0.1067292666;0.03786172319;0.03397511544;0.02388124764;0.04273868146;0.05793154287;0.07405844552;0.05296103584;0.05378047081;0.04811157698;0.1097591764;0.05750606675;0.07130513599;1;1.047884904;NaN;NaN;NaN;NaN;NaN;
692;2021-01-15T16:18:37.295610+0100;1;0.8706074543;-0.1649186596;0.01608325948;-0.0450595616;0.103965081;0.4499380944;0.0589410712;0.01227693027;0.0003275314453;0.006924821797;4.229245395e-05;0.02941934684;-13.29058076;55.38072352;73.27024636;0.639414755;42.88024526;10;-3.055381364;35.35697475;47.82904771;0.3376405027;23.83002515;10;-3.063996509;24.47780688;33.25870852;-0.3817506766;12.57380811;20;4.187995452;42.80344426;61.79496232;-0.008619977256;19.49238673;10;-0.8084735293;24.45719355;34.69863868;-0.5887675599;9.261676585;5;-3.465364946;10.08931339;13.25614159;-0.1004111807;6.384789301;14;-25.54211601;84.02599241;100.2355555;-1.629122361;64.22190442;4;-2.926236457;52.92803833;64.99293928;-0.7230208024;38.35539362;4;-14.57521893;37.72273425;42.94724529;-0.7441886612;18.83624274;6;8.662008984;78.92229731;92.90686185;2.02996538;28.09737618;2;-7.182546283;41.99544856;50.38133636;1.084105657;14.46760364;2;-7.164220173;15.47158068;17.4674921;0.34605529;6.954228329;3;42.08147657;74.58430844;81.46387027;-10.13848149;56.11724264;2;38.90446555;59.95058262;60.0782824;0.8093249581;33.54840452;2;-9.485738659;39.71661155;46.36681353;1.427361012;13.71412464;4;85.42989516;87.369988;49.57216062;3.438758503;31.44844922;1;19.39955583;34.66740364;33.87880901;7.779309099;10.88527619;1;-10.53435588;20.05501385;19.17319374;3.36274017;6.721159415;1;199.7974554;76.39565289;74.20213189;0;27.49877827;4.258613586;16.74759073;16.71793304;56.14365768;33.70617771;53.30454395;102.1122208;119.7742937;0;81.38355255;16.08054469;0;32.20967484;0;21.7994144;35.02202988;0.9455104921;0.03189591105;0.02318202771;0.09537802674;0.1082285279;0.04898511605;0.08250501758;0.07715096121;0.1022299524;0.102607308;0.1611381935;0.06719963875;0.1044057563;0.03583468531;0.03884392757;0.02111133087;0.04760721379;0.06168994795;0.07692316176;0.05231141351;0.049730815;0.05035446782;0.1060447482;0.05643064413;0.07028039199;1;1.116312361;NaN;NaN;NaN;NaN;NaN;
693;2021-01-15T16:18:37.328926+0100;1;0.9323862632;0.5255474507;0.1070975331;-0.007229791362;0.0711361098;0.4585169083;0.04455344005;0.01089524404;0.0002356923838;0.006356950125;4.551488208e-05;0.09594959472;-12.7105889;55.96071539;73.61315889;0.04117944685;42.28200995;10;-2.935065657;35.47729046;47.91110035;-0.5670156651;23.45349805;10;-3.595781695;23.99914281;32.86871418;-0.6119009802;12.3436578;20;3.711811557;42.73284564;61.80761007;-0.1881607569;19.67192751;11;-1.352020138;24.17474608;34.5551931;-0.5238829376;9.196791963;5;-3.399413663;10.03342191;13.23368362;-0.1533882254;6.331812256;13;-24.33429298;85.08713628;100.7191387;5.382314102;63.01780983;5;-3.243925927;53.42077732;65.15141024;1.688227778;35.94414504;4;-15.35522745;38.50274277;43.17269877;0.2825636449;18.15077979;6;11.14317351;76.44113278;91.36534968;4.745898309;28.24660697;2;-6.276859281;41.08976156;49.81472128;2.669847447;13.22246655;2;-6.995469119;15.3684183;17.52200047;0.5014761557;6.798807463;3;21.91152071;70.99275791;83.36055677;-17.29702169;63.27578285;3;32.09989331;56.07059747;60.90717888;-5.095333273;39.45306275;2;-5.436884712;39.08820242;46.56064688;4.968244249;16.46624067;3;86.67989311;86.87343908;47.18722142;-1.313944383;32.62173635;0;27.03968803;34.18749788;27.88132996;6.613809672;9.942512079;1;-7.363981457;20.95876386;21.57614395;4.001020171;6.082879413;1;215.7428821;97.84826874;57.36692881;28.64567434;0;18.976717;33.76838557;0;37.2441864;46.55181939;31.28834164;90.54916382;145.8168471;0;58.67342377;32.91672952;0;21.45467377;0;16.34379869;17.17660141;0.9548253575;0.03743877275;0.01831334086;0.09673372788;0.1088970488;0.04963909072;0.08914984825;0.07841349502;0.1010358112;0.1039323967;0.1587810529;0.06411640223;0.1024521866;0.03404330165;0.04397168008;0.02453793858;0.04896364433;0.0654051959;0.08082861657;0.05124435423;0.0476033258;0.05230724999;0.1030857897;0.05554700173;0.07012896928;1;1.111731444;NaN;NaN;NaN;NaN;NaN;
694;2021-01-15T16:18:37.362243+0100;1;0.9367578103;0.3989619557;0.1269070087;-0.04713508572;0.08636336221;0.459668555;0.06165804317;0.01398921842;0.0004012290574;0.008092653517;8.839869683e-05;0.1429375301;-13.68483421;55.23324568;73.14750951;-1.832599979;42.45615605;11;-3.85342482;34.65870714;47.33886274;-1.350001449;23.47109366;10;-4.138902827;23.45602168;32.12526362;-0.4744838496;12.48107494;20;3.334422671;42.95187915;61.87614138;-0.7942901446;19.55359442;11;-1.698031018;23.85075579;34.37713442;-0.2304042224;9.124877864;5;-3.243654446;10.08424947;13.30557155;0.06906783379;6.554268316;14;-19.43316332;82.09857598;100.0361399;2.747577336;60.83433284;5;-1.243867116;51.54458306;63.77898278;0.1963477757;34.45226503;4;-14.74024697;37.65587436;42.37192051;0.7406332389;18.60884938;6;15.93870308;72.32192624;87.73676638;7.208342697;27.2460453;3;-4.159244341;38.97214662;48.13063647;3.33200774;13.06424601;2;-6.929835745;15.30278493;17.50694635;-0.2249600861;6.770570286;4;-2.062159397;80.3789939;100.8307693;-19.33430793;65.31306908;3;20.04061538;57.76788384;69.03286773;-6.410808043;40.76853752;3;-1.300917437;37.53491816;45.61669156;5.131314018;16.62931043;2;85.25590279;87.38735729;50.09918509;-7.778466441;27.32220645;1;32.42357252;35.05311499;23.55852153;2.420628894;6.716425029;0;-5.049756774;20.05279141;21.78737243;2.21286661;7.504656965;1;229.308592;126.2574868;43.95384311;96.89876732;0;23.38014984;87.1883049;0;18.03450775;70.93899918;22.46953189;117.9782639;127.0245993;0;46.80222321;44.02256557;0;23.90505219;4.805364966;17.04944131;33.98470688;0.8522322397;0.0470151049;0.01392976803;0.0980687043;0.1113294542;0.0511332521;0.09615024035;0.08051044057;0.1035257114;0.1055766145;0.1578294229;0.05978991212;0.09961783919;0.03263672537;0.04882193694;0.027458319;0.05154204746;0.06896621258;0.08505161162;0.05647703624;0.04494746858;0.0537684638;0.1008445364;0.05594086065;0.06780930798;1;1.172786486;NaN;NaN;NaN;NaN;NaN;
695;2021-01-15T16:18:37.395559+0100;1;0.998016079;0.8205889899;0.1210023764;-0.0600126088;0.09822326603;0.4721724778;0.07853609473;0.02002045353;0.0007747185701;0.01228805264;0.0001732901485;0.1458417554;-15.94403233;54.1363553;71.65278133;-1.25236154;41.87591761;11;-5.308195615;33.5368333;46.10499486;-1.00267496;23.12376717;11;-5.043297525;22.55162698;31.12661038;-0.742459382;12.74905047;20;2.990329116;42.82672997;61.85893779;-0.4307369842;19.91714758;11;-1.810953826;23.74412583;34.34776826;-0.1424680312;9.212814055;6;-3.204222106;10.12368181;13.34406058;0.1578991534;6.488525775;14;-17.13352013;81.16287339;100.1993237;3.179214146;60.40269603;5;-0.3499567663;50.74026195;63.5105501;1.328678877;34.16136974;4;-14.5247606;36.63248269;41.51359975;1.655173737;17.69430888;6;22.15704857;66.39236077;80.99741088;6.476694833;26.93910037;3;-1.106512118;35.91941439;44.97967529;4.40409623;12.74279242;2;-7.512283091;15.88523227;17.71513311;-0.8934777897;7.326288532;4;-19.81898101;97.55010535;116.0784882;-15.35818447;61.33694562;2;15.07645166;61.38257427;74.188557;1.107135599;40.70426681;2;-0.2394675386;35.91518883;43.77917372;-0.7593376853;22.51996214;2;77.10289357;82.99178623;58.31606076;-10.70977883;27.1459527;1;32.98998526;34.65064611;22.48043654;-1.243826086;8.153092124;0;-4.652526317;20.427572;22.37830609;1.137721408;8.579802166;2;224.6076519;145.6153762;38.36625951;175.7149952;0;51.7706604;130.764687;0;29.68267059;68.9493118;19.87799323;141.4694366;99.23469035;0;75.05251312;42.76353693;0;44.40943527;11.12991382;5.34671731;24.6914978;0.8397371652;0.05734316108;0.01004588831;0.0988974452;0.115729388;0.05342947229;0.1036421104;0.08274734594;0.1059845884;0.1071995957;0.1582606344;0.05806360703;0.09953592584;0.03166896509;0.05334590564;0.03067868975;0.05513000382;0.07225028951;0.09034016844;0.06131311577;0.04494176045;0.05450261817;0.09958933599;0.05642704409;0.06649696302;1;1.274855057;NaN;NaN;NaN;NaN;NaN;
696;2021-01-15T16:18:37.428876+0100;1;1.048749339;0.8123062103;0.1275960775;-0.1349694781;0.0843065467;0.4826827728;0.06864918627;0.01929904246;0.0006823461425;0.01220346561;0.0001668927879;0.1617095697;-16.15614464;53.92424299;71.506672;0.251606327;42.48020491;12;-5.997786417;32.91246893;45.55926831;-0.4409699046;23.2412903;12;-6.094999931;22.07897735;30.43185936;-0.6614782406;12.66806933;21;2.230315029;42.83817422;61.89011336;-0.9207459365;20.33667004;11;-1.8219949;23.73308476;34.34233249;-0.211369368;9.143912718;6;-3.073213988;10.25468992;13.47165085;0.2312250946;6.439534014;14;-12.77719822;80.82200294;100.6788287;3.953659638;61.17714152;5;1.690838403;49.34192239;62.80276432;1.269788949;34.10247981;4;-13.63116408;35.15524956;40.06049501;1.851729331;17.5030325;6;28.68430325;61.12436502;73.40941966;7.194990345;27.48493441;3;2.689160767;32.12374151;39.89558167;4.767480601;12.76863977;2;-8.094469134;16.46741831;17.84815027;-0.8938439488;7.326654691;4;-29.62133243;107.3524568;122.8444053;-8.149443193;62.8236084;2;13.76374762;62.69527831;76.3608248;3.714019429;38.09738298;2;0.09302450567;35.58269679;42.73443694;-1.221465544;22.98209;2;66.67943768;77.5341971;64.73706324;-16.57821391;24.41188756;1;30.89893609;33.33052338;24.14985397;-3.982671911;9.802556818;1;-4.186310198;20.39143064;22.81159893;1.056030707;8.661492868;2;195.247071;145.5563039;38.85839391;131.9643737;0;15.14311218;115.5787519;0;23.81161499;33.94420895;4.074718118;94.76570129;89.56243557;0;45.8802948;49.46505887;0;52.17182922;22.46837203;0;17.25468636;0.9709700087;0.06769356136;0.007210370826;0.0982395866;0.1192690828;0.06186139657;0.1118098542;0.08372570933;0.1084873085;0.1085897653;0.1596694686;0.05627610677;0.0941315166;0.0311792472;0.05802160034;0.03486408635;0.05843911386;0.07512074397;0.0963371763;0.06631601945;0.04478912473;0.05445770414;0.099204294;0.05915128998;0.06596228563;1;1.27478348;NaN;NaN;NaN;NaN;NaN;
